data,label,vector
U0VMRUNUIGBjb2wzYCBGUk9NIGB0YWJgIFdIRVJFIGBjb2wzYCBMSUtFICclJ2knJScgTElNSVQgIicgQU5EIDE9dXRsX2luYWRkci5nZXRfaG9zdF9hZGRyZXNzKChTRUxFQ1QgQ09VTlQoRElTVElOQ1QoVVNFUk5BTUUpKSBGUk9NIFNZUy5BTExfVVNFUlMpKSBBTkQgJ2knPSdpIiwnKSBXSEVSRSAzNzMyPTM3MzI7CklOU0VSVCBJTlRPIGB0YWJgICggYGNvbDFgLCBgY29sM2AgKSBWQUxVRVMgKCAiJyBBTkQgMTYzMD0oU0VMRUNUIENPVU5UKCopIEZST00gQUxMX1VTRVJTIFQxLEFMTF9VU0VSUyBUMixBTExfVVNFUlMgVDMsQUxMX1VTRVJTIFQ0LEFMTF9VU0VSUyBUNSkgQU5EICdIWGlEJz0nSFhpRCIsICdoJyApOwpJRig1OTA4PTkzMzYpIFNFTEVDVCA1OTA4IEVMU0UgRFJPUCBGVU5DVElPTiBHWUFuLS0nOw==,attack,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 1 0 1 1 0 1 0 0 0 1 0 0 0 0 1 0 0
 1 1 1 0 0 0 1 1 0 1 1 0 0 1 1 1 0 0 1 0 1 0 0 1 1 1 0 0 1 1 0 0]"
REVMRVRFIEZST00gYHRhYmAgV0hFUkUgYGNvbDJgIExJS0UgIiUnZ28nJSI7,sane,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 0 0 1 1 1 0 0 0 0 0 0]"
SU5TRVJUIElOVE8gYHRhYmAgKCBgY29sMmAsIGBjb2wyYCApIFZBTFVFUyAoICdhJywgJ2UnICk7,attack,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0]"
SU5TRVJUIElOVE8gYHRhYmAgKCBgY29sMWAgKSBWQUxVRVMgKCAxOTA1MTMxNTIwICk7,sane,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0]"
U0VMRUNUIGBjb2wzYCBGUk9NIGB0YWJgIFdIRVJFIGBjb2wzYCA+PSAnIikgQVMgaXFNdCBXSEVSRSA5MTI5PTkxMjkgVU5JT04gQUxMIFNFTEVDVCBOVUxMLE5VTEwsTlVMTCxOVUxMLE5VTEwsTlVMTCxOVUxMLE5VTEwtLSBLUHFMJyBMSU1JVCAiJyBBTkQgMT11dGxfaW5hZGRyLmdldF9ob3N0X2FkZHJlc3MoKFNFTEVDVCBnbG9iYWxfbmFtZSBGUk9NIGdsb2JhbF9uYW1lKSkgQU5EICdpJz0naSI7,attack,"[0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0
 1 0 0 0 0 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0]"
REVMRVRFIEZST00gYHRhYmAgV0hFUkUgYGNvbDFgIExJS0UgJyUnbXknJScgT1IgYGNvbDNgIExJS0UgIiUneSclIiBPUiBgY29sM2AgPSAncmVhbGx5JyBPUiBgY29sMmAgPSAncXR2Jzs=,sane,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 1 0 1 0 0 0 0 1 1 1 0 0 1 0 1 0 0 1 1 1 0 0 1 0 0 0]"
REVMRVRFIEZST00gYHRhYmAgV0hFUkUgYGNvbDNgIExJS0UgIiUnYSclIiBMSU1JVCAiOCcpIEFTIFdOZnIgV0hFUkUgNzY2MD03NjYwIE9SREVSIEJZIDExIyI7,attack,"[0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 1 0 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0]"
REVMRVRFIEZST00gYHRhYmAgV0hFUkUgYGNvbDFgID0gIiUnIEFORCA2MDY4PShTRUxFQ1QgNjA2OCBGUk9NIFBHX1NMRUVQKDUpKSBBTkQgJyUnPSciIExJTUlUICdvciAxPTEtLSc7,attack,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0
 1 0 0 0 0 0 1 1 1 1 1 0 0 1 1 1 0 0 1 0 1 0 0 1 1 1 0 0 1 0 0 0]"
SU5TRVJUIElOVE8gYHRhYmAgKCBgY29sMmAgKSBWQUxVRVMgKCAiKSkgV0FJVEZPUiBERUxBWSAnMDowOjUnLS0iICk7,attack,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0
 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1 1 1 0 1 0 1 1 0 1 0 1 0 0 0 0 0 0]"
U0VMRUNUICogRlJPTSBgdGFiYCBXSEVSRSBgY29sMWAgTElLRSAiJSdvZiclIiBBTkQgYGNvbDJgID0gJ3hzJyBPUiBgY29sM2AgTElLRSAnJSdzJyUnIE9SIGBjb2wzYCA+PSAyMDIzNDg5NTM2IEFORCBgY29sMWAgPj0gMTg0NDc3Mjg2NCBBTkQgYGNvbDNgID0gJ3dvdWxkJyBMSU1JVCAxNzU1MjUwNjg4Ow==,sane,"[0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 1 1 1 0 0 0 0 1 1 1 0 0 1 0 1 1 0 1 1 1 0 0 0 0 0 0]"
U0VMRUNUIGBjb2wxYCwgYGNvbDNgLCBgY29sMWAsIGBjb2wzYCBGUk9NIGB0YWJgIFdIRVJFIGBjb2wxYCA9IDQ0NDM5OTYxNjs=,sane,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 1 1 0 1 0 1 0 0 0 0 0 0]"
U0VMRUNUIGBjb2wzYCwgYGNvbDJgLCBgY29sMmAsIGBjb2wyYCBGUk9NIGB0YWJgIFdIRVJFIGBjb2wxYCBMSUtFICclJ28nJScgTElNSVQgIicgc2VsZWN0IG5hbWUgZnJvbSBzeXNjb2x1bW5zIHdoZXJlIGlkID0gKHNlbGVjdCBpZCBmcm9tIHN5c29iamVjdHMgd2hlcmUgbmFtZSA9IHRhYmxlbmFtZScpLS0iLCdpbnNlcnQgaW50byB1c2Vycyhsb2dpbiwgcGFzc3dvcmQsIGxldmVsKSB2YWx1ZXMoIGNoYXIoMHg3MCkgICBjaGFyKDB4NjUpICAgY2hhcigweDc0KSAgIGNoYXIoMHg2NSkgICBjaGFyKDB4NzIpICAgY2hhcigweDcwKSAgIGNoYXIoMHg2NSkgICBjaGFyKDB4NzQpICAgY2hhcigweDY1KSAgIGNoYXIoMHg3MiksY2hhcigweDY0KSc7,attack,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0
 0 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 0 0 1 0 1 0 0 1 0 1 0 0 1 0 0 0]"
VVBEQVRFIGB0YWJgIFNFVCBgY29sM2AgPSA1IFdIRVJFIGBjb2wzYCA+PSAtMTg5MTIzNzg4OCBMSU1JVCAxMTEzNjUzMjQ4Ow==,sane,"[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 1 0 1 0 1 0 0 0 0 0 0]"
REVMRVRFIEZST00gYHRhYmAgV0hFUkUgYGNvbDFgIExJS0UgJyUneiclJyBPUiBgY29sM2AgPSAiJyBBTkQgQ0hBUig3Myl8fENIQVIoMTA1KXx8Q0hBUigxMDcpfHxDSEFSKDcyKT1SRUdFWFBfU1VCU1RSSU5HKFJFUEVBVChMRUZUKENSWVBUX0tFWShDSEFSKDY1KXx8Q0hBUig2OSl8fENIQVIoODMpLE5VTEwpLDApLDUwMDAwMDAwMCksTlVMTCkgQU5EICdtd1FXJz0nbXdRVyIgQU5EIGBjb2wzYCA9ICclIiBBTkQgOTg3MD0oU0VMRUNUIDk4NzAgRlJPTSBQR19TTEVFUCg1KSktLScgQU5EIGBjb2wxYCBMSUtFICclJ2gnJScgT1IgYGNvbDFgIExJS0UgJyUnZyclJyBMSU1JVCAnIiBvciBpc05VTEwoMS8wKSAvKic7,attack,"[0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 1 0 1 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0
 1 1 0 0 0 0 1 1 1 1 1 0 0 1 1 1 1 0 1 0 1 0 0 1 1 1 0 0 1 0 0 0]"
REVMRVRFIEZST00gYHRhYmAgV0hFUkUgYGNvbDNgID49ICczIikpKSBVTklPTiBBTEwgU0VMRUNUIDU4MzgsNTgzOCMnIExJTUlUICInKSBXSEVSRSA5MTQxPTkxNDE7CklOU0VSVCBJTlRPIGB0YWJgICggYGNvbDFgICkgVkFMVUVTICggJykpIEFTIEZ5S24gV0hFUkUgNzgzMT03ODMxIE9SIEVYVFJBQ1RWQUxVRSg2OTY2LENPTkNBVCgweDVjLDB4NzE3YTcwNjI3MSwoU0VMRUNUIChFTFQoNjk2Nj02OTY2LDEpKSksMHg3MTc4NzY3MTcxKSktLSB2cEV3JyApOwpJTlNFUlQgSU5UTyBgdGFiYCAoIGBjb2wyYCApIFZBTFVFUyAoICInKSBBUyBLeUZjIFdIRVJFIDc4NTc9Nzg1NyBBTkQgNTYzNz0oU0VMRUNUIENPVU5UKCopIEZST00gR0VORVJBVEVfU0VSSUVTKDEsNTAwMDAwMCkpLS0iICk7CkRFTEVURSBGUk9NIGB0YWJgIFdIRVJFIGBjb2wyYCA+PSAiJyBBTkQgMT11dGxfaW5hZGRyLmdldF9ob3N0X2FkZHJlc3MoKFNFTEVDVCBESVNUSU5DVChjb2x1bW5fbmFtZSkgRlJPTSAoU0VMRUNUIERJU1RJTkNUKGNvbHVtbl9uYW1lKSwgUk9XTlVNIEFTIExJTUlUIEZST00gYWxsX3RhYl9jb2x1bW5zKSBXSEVSRSBMSU1JVD00KSkgQU5EICdpJz0naSIgT1IgYGNvbDNgIExJS0UgJyUndyclJyBMSU1JVCAnRUNUIFVQUEVSKFhNTFR5cGUoQ0hSKDYwKXx8Q0hSKDU4KXx8Q0hSKDExMyl8fENIUigxMjIpfHxDSFIoMTEyKXx8Q0hSKDk4KXx8Q0hSKDExMyl8fChTRUxFQ1QgKENBU0UgV0hFTiAoMzQyNT0zNDI1KSBUSEVOIDEgRUxTRSAwIEVORCkgRlJPTSBEVUFMKXx8Q0hSKDExMyl8fENIUigxMjApfHxDSFIoMTE4KXx8Q0hSKDExMyl8fENIUigxMTMpfHxDSFIoNjIpKSkgRlJPTSBEVUFMKSc7ClVQREFURSBgdGFiYCBTRVQgYGNvbDJgID0gNiBXSEVSRSBgY29sM2AgPj0gIicgV0hFUkUgODczNT04NzM1IEFORCBFWFRSQUNUVkFMVUUoNzU3NixDT05DQVQoMHg1YywweDcxN2E3MDYyNzEsKFNFTEVDVCAoRUxUKDc1NzY9NzU3NiwxKSkpLDB4NzE3ODc2NzE3MSkpLS0gUHVYdSI7CklOU0VSVCBJTlRPIGB0YWJgICggYGNvbDNgICkgVkFMVUVTICggIicgb3IgJ3RleHQnID0gbid0ZXh0JyIgKTs=,attack,"[0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 1 1 0 0 0 1 1 1 1 0 1 0 0 0 1 1 0 0 1 1 0 0
 1 1 1 1 0 0 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 1 0 1 1 1 0 0 1 0 0 0]"
VVBEQVRFIGB0YWJgIFNFVCBgY29sM2AgPSAyIFdIRVJFIGBjb2wyYCBMSUtFICclJ2onJScgTElNSVQgIicgQU5EIDE9dXRsX2luYWRkci5nZXRfaG9zdF9hZGRyZXNzKChTRUxFQ1QgRElTVElOQ1QoZ3JhbnRlZF9yb2xlKSBGUk9NIChTRUxFQ1QgRElTVElOQ1QoZ3JhbnRlZF9yb2xlKSwgUk9XTlVNIEFTIExJTUlUIEZST00gZGJhX3JvbGVfcHJpdnMgV0hFUkUgR1JBTlRFRT1TWVMuTE9HSU5VU0VSKSBXSEVSRSBMSU1JVD01KSkgQU5EICdpJz0naSI7,attack,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0
 1 0 0 1 0 0 1 1 0 1 0 0 0 1 1 1 0 0 1 0 1 1 0 1 0 1 0 0 0 0 0 0]"
SU5TRVJUIElOVE8gYHRhYmAgKCBgY29sM2AgKSBWQUxVRVMgKCAtMTc3Mzk5Mzk4NCApOw==,sane,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0]"
SU5TRVJUIElOVE8gYHRhYmAgKCBgY29sMWAgKSBWQUxVRVMgKCAyMDg5NDE4NzUyICk7,sane,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0]"
SU5TRVJUIElOVE8gYHRhYmAgKCBgY29sM2AsIGBjb2wzYCApIFZBTFVFUyAoIDExMjMxNTU5NjgsIDIxMjE3OTM1MzYgKTs=,sane,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0]"
U0VMRUNUIGBjb2wzYCwgYGNvbDFgIEZST00gYHRhYmAgV0hFUkUgYGNvbDNgID0gJykpIEFORCAoU0VMRUNUIChDQVNFIFdIRU4gKDg1NTg9MTg5NSkgVEhFTiBOVUxMIEVMU0UgQ0FTVCgoQ0hSKDExMyl8fENIUig4Nil8fENIUigxMDApfHxDSFIoMTIwKSkgQVMgTlVNRVJJQykgRU5EKSkgSVMgTlVMTCBBTkQgKCgyNjI0PTI2MjQnIExJTUlUICInIEFORCAxPXV0bF9pbmFkZHIuZ2V0X2hvc3RfYWRkcmVzcygoU0VMRUNUIERJU1RJTkNUKHRhYmxlX25hbWUpIEZST00gKFNFTEVDVCBESVNUSU5DVCh0YWJsZV9uYW1lKSwgUk9XTlVNIEFTIExJTUlUIEZST00gc3lzLmFsbF90YWJsZXMpIFdIRVJFIExJTUlUPTIpKSBBTkQgJ2knPSdpIjs=,attack,"[0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 1 1 0 1 0 0 0 1 0 0 0 1 1 0 0
 1 0 0 1 0 0 0 1 0 1 1 0 0 1 1 1 0 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0]"
SU5TRVJUIElOVE8gYHRhYmAgKCBgY29sM2AsIGBjb2wxYCApIFZBTFVFUyAoICd1Y3ZvbG5zdGt1JywgLTc3MTYyMDg2NCApOw==,sane,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 0 1 0 1 1 0 1 1 0 0 0 0 0 0 0]"
VVBEQVRFIGB0YWJgIFNFVCBgY29sM2AgPSAzIFdIRVJFIGBjb2wzYCBMSUtFICIlJ3plJyUiIExJTUlUIDIxMzQ1NzMwNTY7,sane,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0
 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 1 0 0 1 0 0 1 0 1 1 1 0 0 0 0 0 0]"
VVBEQVRFIGB0YWJgIFNFVCBgY29sM2AgPSA4IFdIRVJFIGBjb2wxYCA8ICInIE9SIEVMVCg4MTU3PTgxNTcsU0xFRVAoNSkpIEFORCAnSm92QycgTElLRSAnSm92QyIgTElNSVQgJ29yIDE9MS0tJzs=,attack,"[0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 1 0 1 0 1 0 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0
 1 0 0 0 0 0 1 0 1 1 1 0 0 1 1 1 0 0 1 0 0 1 0 1 1 1 0 0 1 0 0 0]"
REVMRVRFIEZST00gYHRhYmAgV0hFUkUgYGNvbDFgID0gJ2snIE9SIGBjb2wxYCA+PSAtMTI3NjkwMzQyNCBMSU1JVCAyMDIyNzY4NjQwOw==,sane,"[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 1 1 1 0 0 0 0 1 1 1 0 0 1 0 1 1 0 1 0 1 0 0 0 0 0 0]"
SU5TRVJUIElOVE8gYHRhYmAgKCBgY29sM2AgKSBWQUxVRVMgKCAndScgKTs=,attack,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0]"
SU5TRVJUIElOVE8gYHRhYmAgKCBgY29sM2AgKSBWQUxVRVMgKCAtNTI0MTU2OTI4ICk7,sane,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0]"
VVBEQVRFIGB0YWJgIFNFVCBgY29sMmAgPSA2IFdIRVJFIGBjb2wxYCBMSUtFICclJ2snJSc7,attack,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0 1 0 1 0 1 0 0 1 0 0 0]"
VVBEQVRFIGB0YWJgIFNFVCBgY29sMmAgPSA3IFdIRVJFIGBjb2wyYCA9ICdpJzs=,attack,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 1 0 1 0 1 0 0 1 0 0 0]"
REVMRVRFIEZST00gYHRhYmAgV0hFUkUgYGNvbDJgID0gJyIpKSk7CklOU0VSVCBJTlRPIGB0YWJgICggYGNvbDFgLCBgY29sMmAgKSBWQUxVRVMgKCAiJScpKTs=,attack,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 1 0 0 0 1 0 0 0 1 0 0 1 1 1 0 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0]"
SU5TRVJUIElOVE8gYHRhYmAgKCBgY29sMmAsIGBjb2wxYCApIFZBTFVFUyAoIDQ2MzQ3MDU5MiwgMTM1ODgyMzQyNCApOw==,sane,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0]"
SU5TRVJUIElOVE8gYHRhYmAgKCBgY29sMmAgKSBWQUxVRVMgKCAiJykgb3IgKCdhJz0nYSIgKTs=,attack,"[0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 0 1 0 1 0 0 1 1 1 0 0 0 0 0 0]"
REVMRVRFIEZST00gYHRhYmAgV0hFUkUgYGNvbDJgID0gJ2InOw==,attack,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 0 0 1 0 1 0 0 1 0 0 0]"
VVBEQVRFIGB0YWJgIFNFVCBgY29sMmAgPSA3IFdIRVJFIGBjb2wzYCA9IC0xNzcyMjI0NTEyOw==,sane,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 1 0 1 0 1 0 0 0 0 0 0]"
U0VMRUNUIGBjb2wzYCwgYGNvbDNgIEZST00gYHRhYmAgV0hFUkUgYGNvbDFgIExJS0UgIiUnZiclIiBMSU1JVCAnIikpOwpJTlNFUlQgSU5UTyBgdGFiYCAoIGBjb2wxYCwgYGNvbDNgICkgVkFMVUVTICggJyUiKSBPUiBTTEVFUCg1KSBBTkQgKCIlIj0iJywgJ2knICk7CkJFR0lOIERCTVNfTE9DSy5TTEVFUCg1KTsKIEVORC0tJywiJSc7ClNFTEVDVCBCRU5DSE1BUksoNTAwMDAwMCxNRDUoMHg0Mjc3NmI0NSkpIyI7,attack,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 1 1 1 1 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0
 0 0 1 0 0 0 1 1 0 0 1 0 0 1 1 1 0 1 1 0 1 0 0 1 0 1 0 0 1 1 0 0]"
KFNFTEVDVCAqIEZST00gKFNFTEVDVChTTEVFUCg1KSkpQ2t2TyktLSBESXR5IiwnIikpIEFTIGJpU0ogV0hFUkUgNDY1NT00NjU1IE9SIDk5MjI9KFNFTEVDVCBDT1VOVCgqKSBGUk9NIFJEQiRGSUVMRFMgQVMgVDEsUkRCJFRZUEVTIEFTIFQyLFJEQiRDT0xMQVRJT05TIEFTIFQzLFJEQiRGVU5DVElPTlMgQVMgVDQpLS0gc0hybic7CklOU0VSVCBJTlRPIGB0YWJgICggYGNvbDFgICkgVkFMVUVTICggIicgQU5EIDE9dXRsX2luYWRkci5nZXRfaG9zdF9hZGRyZXNzKChTRUxFQ1QgRElTVElOQ1QoY29sdW1uX25hbWUpIEZST00gKFNFTEVDVCBESVNUSU5DVChjb2x1bW5fbmFtZSksIFJPV05VTSBBUyBMSU1JVCBGUk9NIGFsbF90YWJfY29sdW1ucykgV0hFUkUgTElNSVQ9NSkpIEFORCAnaSc9J2kiICk7,attack,"[0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 1 0 1 1 0 0 0 0 0 1 0 0 1 0 1 0 0
 1 0 1 1 0 1 1 1 1 1 1 0 0 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 1 0 0 0]"
SU5TRVJUIElOVE8gYHRhYmAgKCBgY29sM2AgKSBWQUxVRVMgKCAiJyBBTkQgMT11dGxfaW5hZGRyLmdldF9ob3N0X2FkZHJlc3MoKFNFTEVDVCBESVNUSU5DVChQQVNTV09SRCkgRlJPTSAoU0VMRUNUIERJU1RJTkNUKFBBU1NXT1JEKSwgUk9XTlVNIEFTIExJTUlUIEZST00gU1lTLlVTRVIkKSBXSEVSRSBMSU1JVD0xKSkgQU5EICdpJz0naSIgKTs=,attack,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0
 1 0 0 1 0 0 0 1 0 1 1 0 0 1 1 1 0 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0]"
SU5TRVJUIElOVE8gYHRhYmAgKCBgY29sMmAgKSBWQUxVRVMgKCAtNjg5MDQ1NTA0ICk7,sane,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0]"
SU5TRVJUIElOVE8gYHRhYmAgKCBgY29sMmAgKSBWQUxVRVMgKCA0NTE2MDg1NzYgKTs=,sane,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0]"
REVMRVRFIEZST00gYHRhYmAgV0hFUkUgYGNvbDNgID0gJykgQVMgRWJSQSBXSEVSRSA3MzkwPTczOTAgQU5EIDg1MTM9ODUxMy0tIGlWeUMnIExJTUlUICclIikpIE9SIE5PVCAxODIzPTE4MjMtLSBxaEpNJzs=,attack,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0 1 1 1 0 0 1 0 0 0]"
VVBEQVRFIGB0YWJgIFNFVCBgY29sMWAgPSA2IFdIRVJFIGBjb2wxYCBMSUtFICclJ3MnJSc7,sane,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0 1 0 1 0 1 0 0 1 0 0 0]"
SU5TRVJUIElOVE8gYHRhYmAgKCBgY29sMWAgKSBWQUxVRVMgKCAnendzanljcXYnICk7,sane,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 1 0 1 0 0 1 1 0 0 0 0 0 0 0]"
SU5TRVJUIElOVE8gYHRhYmAgKCBgY29sMWAgKSBWQUxVRVMgKCAnYScgKTs=,attack,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0]"
